range_start,range_end,AS_number,country_code,AS_description
111.118.240.0,111.118.255.255,55353,IN,RPNET-AS-AP RAJESH PATEL NET SERVICES PVT. LTD.
111.119.0.0,111.119.1.255,55429,IN,LLNW-IN Limelight Networks India
111.119.2.0,111.119.7.255,22822,US,LLNW
111.119.8.0,111.119.10.255,38622,AU,LLNW-AU Limelight Networks Australia
111.119.11.0,111.119.11.255,22822,US,LLNW
111.119.12.0,111.119.15.255,55429,IN,LLNW-IN Limelight Networks India
111.119.16.0,111.119.17.255,22822,US,LLNW
111.119.18.0,111.119.19.255,0,None,Not routed
111.119.20.0,111.119.31.255,22822,US,LLNW
111.119.32.0,111.119.36.255,24550,NP,WEBSURFERNP-AS-NP Websurfer Nepal Internet Service Provider
111.119.37.0,111.119.39.255,24550,NP,WEBSURFERNP-AS-NP Websurfer Nepal Internet Service Provider
111.119.40.0,111.119.47.255,141047,NP,NDSPL-AS-AP Nepal Digital Service Pvt. Ltd.
111.119.48.0,111.119.49.255,141767,NP,CG-COMMUNICATION-AS-AP C G Communications Pvt. Ltd
111.119.50.0,111.119.63.255,24550,NP,WEBSURFERNP-AS-NP Websurfer Nepal Internet Service Provider
111.119.64.0,111.119.143.255,0,None,Not routed
111.119.144.0,111.119.151.255,38342,CN,SVCNET SHANGHAI VSAT NETWORK SYSTEMS CO.,LTD
111.119.152.0,111.119.159.255,0,None,Not routed
111.119.160.0,111.119.167.255,132165,PK,CONNECT-AS-AP Connect Communications
111.119.168.0,111.119.174.255,59257,PK,CMPAKLIMITED-AS-AP CMPak Limited
111.119.175.0,111.119.175.255,138423,PK,CMPAKLIMITED-AS-ENTCORP CMPak Limited
111.119.176.0,111.119.191.255,59257,PK,CMPAKLIMITED-AS-AP CMPak Limited
111.119.192.0,111.119.207.255,45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd.
111.119.208.0,111.119.208.255,136334,IN,VNPL-AS Vortex Netsol Private Limited
111.119.209.0,111.119.212.255,45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd.
111.119.213.0,111.119.213.255,136334,IN,VNPL-AS Vortex Netsol Private Limited
111.119.214.0,111.119.236.255,45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd.
111.119.237.0,111.119.254.255,45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd.
111.119.255.0,111.119.255.255,45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd.
111.120.0.0,111.123.39.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.123.40.0,111.123.47.255,139462,CN,CHINANET-GY-AS CHINANET Guizhou Yilong IDC
111.123.48.0,111.123.52.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.123.53.0,111.123.63.255,139203,CN,CHINANET-GUIZHOU-GUIAN-IDC Guizhou GuiAn IDC
111.123.64.0,111.124.63.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.124.64.0,111.124.79.255,139203,CN,CHINANET-GUIZHOU-GUIAN-IDC Guizhou GuiAn IDC
111.124.80.0,111.124.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.125.0.0,111.125.63.255,9614,JP,OCT Oita Cable Telecom Co,ltd.
111.125.64.0,111.125.83.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.84.0,111.125.84.255,18190,PH,WWW-PH-AP SunValley New Oriental
111.125.85.0,111.125.97.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.98.0,111.125.107.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.108.0,111.125.111.255,137226,PH,ACCTN-AS-AP ANGELES CITY CABLE TELEVISION NETWORK, INC.
111.125.112.0,111.125.117.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.118.0,111.125.119.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.120.0,111.125.123.255,137226,PH,ACCTN-AS-AP ANGELES CITY CABLE TELEVISION NETWORK, INC.
111.125.124.0,111.125.126.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.127.0,111.125.127.255,17639,PH,CONVERGE-AS Converge ICT Solutions Inc.
111.125.128.0,111.125.135.255,131584,TW,TAIFO-AS-TW Taiwan Intelligent Fiber Optic Network Co.,Ltd.
111.125.136.0,111.125.143.255,45232,IN,SISPL-AS-AP Spacenet Internet Services Pvt. Ltd.
111.125.144.0,111.125.151.255,18134,JP,KITANET JCOM Co., Ltd.
111.125.152.0,111.125.159.255,45178,AF,ROSHAN-AF Main Street, House No. 13 Wazir Akbar Khan
111.125.160.0,111.125.162.255,45577,AU,INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd
111.125.163.0,111.125.165.255,45577,AU,INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd
111.125.166.0,111.125.167.255,0,None,Not routed
111.125.168.0,111.125.175.255,45577,AU,INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd
111.125.176.0,111.125.176.255,0,None,Not routed
111.125.177.0,111.125.178.255,7551,AU,CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd
111.125.179.0,111.125.180.255,0,None,Not routed
111.125.181.0,111.125.181.255,7551,AU,CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd
111.125.182.0,111.125.183.255,0,None,Not routed
111.125.184.0,111.125.185.255,7551,AU,CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd
111.125.186.0,111.125.191.255,0,None,Not routed
111.125.192.0,111.125.193.255,45648,IN,BELLTELE-AS-IN Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.
111.125.194.0,111.125.195.255,45117,IN,INPL-IN-AP Ishans Network
111.125.196.0,111.125.199.255,132453,IN,TRIPLE-PLAY-IN TRIPLE PLAY BROADBAND PRIVATE LIMITED
111.125.200.0,111.125.207.255,45648,IN,BELLTELE-AS-IN Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.
111.125.208.0,111.125.211.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.212.0,111.125.212.255,45648,IN,BELLTELE-AS-IN Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.
111.125.213.0,111.125.213.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.214.0,111.125.215.255,0,None,Not routed
111.125.216.0,111.125.216.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.217.0,111.125.219.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.125.220.0,111.125.221.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.222.0,111.125.223.255,0,None,Not routed
111.125.224.0,111.125.224.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.125.225.0,111.125.225.255,133001,IN,AIRNETNETWORKS-AS-IN Airnet Cable And Datacom Pvt Ltd
111.125.226.0,111.125.226.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.125.227.0,111.125.227.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.228.0,111.125.228.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.125.229.0,111.125.232.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.233.0,111.125.233.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.125.234.0,111.125.235.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.236.0,111.125.236.255,24554,IN,FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet
111.125.237.0,111.125.238.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.239.0,111.125.239.255,0,None,Not routed
111.125.240.0,111.125.240.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.241.0,111.125.242.255,24554,IN,FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet
111.125.243.0,111.125.243.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.244.0,111.125.244.255,132137,IN,SOIPL-IN Shree Omkar Infocom Pvt Ltd
111.125.245.0,111.125.245.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.246.0,111.125.246.255,0,None,Not routed
111.125.247.0,111.125.247.255,133717,IN,KOREDIGITAL-AS KORE DIGITAL
111.125.248.0,111.125.248.255,45769,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
111.125.249.0,111.125.249.255,24554,IN,FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet
111.125.250.0,111.125.251.255,45117,IN,INPL-IN-AP Ishans Network
111.125.252.0,111.125.255.255,55352,IN,MCPL-IN Microscan Computers Private Limited
111.126.0.0,111.127.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.128.0.0,111.128.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
111.129.0.0,111.131.255.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.132.0.0,111.132.9.255,24138,CN,CTTNET China TieTong Telecommunications Corporation
111.132.10.0,111.132.47.255,24138,CN,CTTNET China TieTong Telecommunications Corporation
111.132.48.0,111.132.255.255,24138,CN,CTTNET China TieTong Telecommunications Corporation
111.133.0.0,111.136.255.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.137.0.0,111.137.79.255,38341,CN,HCENET HEXIE Information technology Co., Ltd.
111.137.80.0,111.137.207.255,38341,CN,HCENET HEXIE Information technology Co., Ltd.
111.137.208.0,111.137.223.255,38341,CN,HCENET HEXIE Information technology Co., Ltd.
111.137.224.0,111.137.255.255,38341,CN,HCENET HEXIE Information technology Co., Ltd.
111.138.0.0,111.141.255.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.142.0.0,111.147.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
111.148.0.0,111.148.11.255,38370,CN,CTTNET China TieTong Telecommunications Corporation
111.148.12.0,111.148.43.255,38370,CN,CTTNET China TieTong Telecommunications Corporation
111.148.44.0,111.148.71.255,38370,CN,CTTNET China TieTong Telecommunications Corporation
111.148.72.0,111.148.79.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.148.80.0,111.148.255.255,38370,CN,CTTNET China TieTong Telecommunications Corporation
111.149.0.0,111.151.255.255,0,None,Not routed
111.152.0.0,111.155.255.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.156.0.0,111.159.255.255,9394,CN,CTTNET China TieTong Telecommunications Corporation
111.160.0.0,111.160.61.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.160.62.0,111.167.255.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.168.0.0,111.169.255.255,2518,JP,BIGLOBE BIGLOBE Inc.
111.170.0.0,111.170.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.171.0.0,111.171.107.255,38109,KR,SKB-TCNINTERNET-AS-KR SK Broadband Co Ltd
111.171.108.0,111.171.109.255,17573,KR,SKB-MINS-AS-KR SK Broadband Co Ltd
111.171.110.0,111.171.127.255,38109,KR,SKB-TCNINTERNET-AS-KR SK Broadband Co Ltd
111.171.128.0,111.171.255.255,2510,JP,INFOWEB FUJITSU LIMITED
111.172.0.0,111.172.203.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.172.204.0,111.172.204.255,138982,CN,CHINANET-HUBEI-JIANGXIA-IDC Hubei Jiangxia IDC
111.172.205.0,111.172.223.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.172.224.0,111.172.255.255,138982,CN,CHINANET-HUBEI-JIANGXIA-IDC Hubei Jiangxia IDC
111.173.0.0,111.173.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.174.0.0,111.174.15.255,136194,CN,CHINATELECOM-HUBEI-HUANGSHI-IDC Huangshi, Hubei Province, P.R.China.
111.174.16.0,111.174.59.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.174.60.0,111.174.63.255,136194,CN,CHINATELECOM-HUBEI-HUANGSHI-IDC Huangshi, Hubei Province, P.R.China.
111.174.64.0,111.176.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.177.0.0,111.177.47.255,136192,CN,CHINATELECOM-HUBEI-XIANGYANG-IDC Xiangyang, Hubei Province, P.R.China.
111.177.48.0,111.183.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.181.0.0,111.181.255.255,131285,Unknown,AS131285
111.182.0.0,111.182.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.183.0.0,111.183.255.255,131285,Unknown,AS131285
111.184.0.0,111.185.111.255,9416,TW,MULTIMEDIA-AS-AP Hoshin Multimedia Center Inc.
111.185.112.0,111.185.255.255,9416,TW,MULTIMEDIA-AS-AP Hoshin Multimedia Center Inc.
111.186.0.0,111.187.255.255,4538,CN,ERX-CERNET-BKB China Education and Research Network Center
111.186.200.0,111.187.127.255,4538,CN,ERX-CERNET-BKB China Education and Research Network Center
111.187.128.0,111.187.195.255,4538,CN,ERX-CERNET-BKB China Education and Research Network Center
111.187.196.0,111.187.255.255,4538,CN,ERX-CERNET-BKB China Education and Research Network Center
111.188.0.0,111.191.255.255,17676,JP,GIGAINFRA Softbank BB Corp.
111.192.0.0,111.194.23.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.194.24.0,111.200.175.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.200.176.0,111.201.147.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.201.148.0,111.202.57.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.58.0,111.202.147.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.148.0,111.202.241.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.242.0,111.202.242.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.202.243.0,111.202.243.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.244.0,111.202.244.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.202.245.0,111.202.245.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.246.0,111.202.246.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.202.247.0,111.202.250.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.202.251.0,111.203.26.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.203.27.0,111.203.27.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.203.28.0,111.205.37.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.205.38.0,111.205.38.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.205.39.0,111.205.41.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.205.42.0,111.205.103.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.205.104.0,111.205.241.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.205.242.0,111.205.242.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
111.205.243.0,111.207.0.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.207.1.0,111.207.3.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.207.4.0,111.207.135.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.207.136.0,111.207.255.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
111.208.0.0,111.211.255.255,0,None,Not routed
111.212.0.0,111.215.255.255,9812,CN,CNNIC-CN-COLNET Oriental Cable Network Co., Ltd.
111.216.0.0,111.216.31.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.32.0,111.216.43.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.44.0,111.216.47.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.48.0,111.216.67.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.68.0,111.216.103.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.104.0,111.216.143.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.144.0,111.216.181.255,2527,JP,SO-NET Sony Network Communications Inc.
111.216.182.0,111.217.67.255,2527,JP,SO-NET Sony Network Communications Inc.
111.217.68.0,111.217.141.255,2527,JP,SO-NET Sony Network Communications Inc.
111.217.142.0,111.217.209.255,2527,JP,SO-NET Sony Network Communications Inc.
111.217.210.0,111.217.219.255,2527,JP,SO-NET Sony Network Communications Inc.
111.217.220.0,111.217.247.255,2527,JP,SO-NET Sony Network Communications Inc.
111.217.248.0,111.217.255.255,2527,JP,SO-NET Sony Network Communications Inc.
111.218.0.0,111.218.71.255,9644,Unknown,AS9644
111.218.72.0,111.218.255.255,9644,Unknown,AS9644
111.219.0.0,111.219.255.255,18302,KR,SKG_NW-AS-KR SK Telecom
111.220.0.0,111.220.255.255,9443,AU,VOCUS-RETAIL-AU Vocus Retail
111.221.0.0,111.221.7.255,38031,BD,OPTIMAX-BD-AS-AP OptiMax Communication Ltd.
111.221.8.0,111.221.15.255,0,None,Not routed
111.221.16.0,111.221.27.255,8075,US,MICROSOFT-CORP-MSN-AS-BLOCK
111.221.28.0,111.221.28.255,59067,CN,MMAISNET Microsoft Mobile Alliance Internet Services Co., Ltd
111.221.29.0,111.221.31.255,8075,US,MICROSOFT-CORP-MSN-AS-BLOCK
111.221.32.0,111.221.39.255,45396,KR,LLNW-AS-KR Limelight Networks Korea Ltd
111.221.40.0,111.221.43.255,45713,ID,DETELNETWORKS-ID PT. DEWATA TELEMATIKA
111.221.44.0,111.221.47.255,38001,SG,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd
111.221.48.0,111.221.54.255,38278,MY,OTSB-AS-AP Orient Telecoms Sdn. Bhd
111.221.55.0,111.221.55.255,38278,MY,OTSB-AS-AP Orient Telecoms Sdn. Bhd
111.221.56.0,111.221.59.255,24245,AU,PNAPSYD001-AS-AP Internap Network Services
111.221.60.0,111.221.63.255,0,None,Not routed
111.221.64.0,111.221.127.255,8075,US,MICROSOFT-CORP-MSN-AS-BLOCK
111.221.128.0,111.222.255.255,17962,CN,TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd
111.223.0.0,111.223.3.255,133989,IN,SBRTELECOM-AS SBR Telecom Pvt. Ltd
111.223.4.0,111.223.7.255,0,None,Not routed
111.223.8.0,111.223.11.255,109,US,CISCOSYSTEMS
111.223.12.0,111.223.23.255,0,None,Not routed
111.223.24.0,111.223.25.255,17665,IN,ONEBROADBAND ONEOTT INTERTAINMENT LIMITED
111.223.26.0,111.223.27.255,134026,IN,ULTRANET-AS Ultranet services private limited
111.223.28.0,111.223.31.255,135031,IN,RNPL-AS-AP RI Networks Pvt. Ltd.
111.223.32.0,111.223.39.255,23884,TH,PROENNET-AS Proen Corp Public Company Limited.
111.223.40.0,111.223.40.195,23884,TH,PROENNET-AS Proen Corp Public Company Limited.
111.223.40.196,111.223.42.254,23884,TH,PROENNET-AS Proen Corp Public Company Limited.
111.223.42.255,111.223.55.255,23884,TH,PROENNET-AS Proen Corp Public Company Limited.
111.223.56.0,111.223.63.255,23884,TH,PROENNET-AS Proen Corp Public Company Limited.
111.223.64.0,111.223.69.255,4657,SG,STARHUB-INTERNET StarHub Ltd
111.223.70.0,111.223.127.255,4657,SG,STARHUB-INTERNET StarHub Ltd
111.223.128.0,111.223.168.255,18001,LK,DIALOG-AS Dialog Axiata PLC.
111.223.169.0,111.223.191.255,18001,LK,DIALOG-AS Dialog Axiata PLC.
111.223.192.0,111.223.223.255,56291,JP,ACE-AS-AP Ace, Inc.
111.223.224.0,111.223.225.115,38880,AU,M21-AS-AP Micron21 Datacentre Pty Ltd
111.223.225.116,111.223.229.255,38880,AU,M21-AS-AP Micron21 Datacentre Pty Ltd
111.223.230.0,111.223.239.255,38880,AU,M21-AS-AP Micron21 Datacentre Pty Ltd
111.223.240.0,111.223.243.255,0,None,Not routed
111.223.244.0,111.223.247.255,64050,SG,BCPL-SG BGPNET Global ASN
111.223.248.0,111.223.251.255,0,None,Not routed
111.223.252.0,111.223.255.255,46044,ID,UNPAD-AS-ID Universitas Padjadjaran
111.224.0.0,111.227.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.225.208.0,111.225.223.255,58539,CN,CHINATELECOM-HEBEI-LANGFANG-IDC Langfang,Hebei province, P.R.China
111.225.224.0,111.227.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
111.228.0.0,111.228.255.255,0,None,Not routed
111.229.0.0,111.231.189.255,45090,CN,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited
111.231.190.0,111.231.255.255,45090,CN,TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited
111.232.0.0,111.234.47.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.234.48.0,111.234.51.255,0,None,Not routed
111.234.52.0,111.234.111.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.234.112.0,111.234.127.255,0,None,Not routed
111.234.128.0,111.234.191.255,4685,JP,ASAHI-NET Asahi Net
111.234.192.0,111.234.223.255,0,None,Not routed
111.234.224.0,111.234.239.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.234.240.0,111.234.255.255,0,None,Not routed
111.235.0.0,111.235.31.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.235.32.0,111.235.39.255,0,None,Not routed
111.235.40.0,111.235.43.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.235.44.0,111.235.47.255,0,None,Not routed
111.235.48.0,111.235.63.255,10013,JP,FBDC FreeBit Co.,Ltd.
111.235.64.0,111.235.67.255,18002,IN,WORLDPHONE-IN AS Number for Interdomain Routing
111.235.68.0,111.235.68.255,132215,IN,POWERGRID-IN Power Grid Corporation of India Limited
111.235.69.0,111.235.71.255,0,None,Not routed
111.235.72.0,111.235.75.255,131215,IN,SANCHARONLINE-IN 116 MADHAV DARSHAN
111.235.76.0,111.235.79.255,45676,JP,SBIT SBI Security Solutions Co., Ltd.
111.235.80.0,111.235.83.255,45499,Unknown,AS45499
111.235.84.0,111.235.91.255,45499,Unknown,AS45499
111.235.92.0,111.235.95.255,45499,Unknown,AS45499
111.235.96.0,111.235.127.255,0,None,Not routed
111.235.128.0,111.235.131.255,134181,AU,DGEWIN-AS-AP Tas Communications Pty Ltd
111.235.132.0,111.235.135.255,55303,PH,EAGLENET-AP 60 Market Square,P.O. Box 364
111.235.136.0,111.235.139.255,38719,Unknown,AS38719
111.235.140.0,111.235.143.255,135060,AU,TELAIRPTYLTD-AS-AP Telair Pty Ltd
111.235.144.0,111.235.147.255,0,None,Not routed
111.235.148.0,111.235.151.255,131463,IN,STN-COMM5-IN STN COMMUNICATION & ADVERTISING PVT LTD
111.235.152.0,111.235.155.255,38580,HK,IDT-AP 520 Broad Street
111.235.156.0,111.235.159.255,58519,CN,CHINATELECOM-CTCLOUD Cloud Computing Corporation
111.235.160.0,111.235.161.255,58448,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.162.0,111.235.165.255,58536,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.166.0,111.235.167.255,0,None,Not routed
111.235.168.0,111.235.169.255,58536,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.170.0,111.235.171.255,58811,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.172.0,111.235.174.255,58536,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.175.0,111.235.177.255,0,None,Not routed
111.235.178.0,111.235.178.255,58448,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.179.0,111.235.179.255,0,None,Not routed
111.235.180.0,111.235.182.255,58811,CN,AP-CONAC-AS-AP CONAC China Organizational Name Administration Center
111.235.183.0,111.235.191.255,0,None,Not routed
111.235.192.0,111.235.255.255,131584,TW,TAIFO-AS-TW Taiwan Intelligent Fiber Optic Network Co.,Ltd.
111.236.0.0,111.239.255.255,2516,JP,KDDI KDDI CORPORATION
111.240.0.0,111.255.255.255,3462,TW,HINET Data Communication Business Group
